,Observed,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-WACCM,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-Veg,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-G-CC,GISS-E2-1-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL
0,,-0.173672811712987,-0.09366035259870129,-0.05889248538961039,-0.05021752598181817,,-0.0765522907181818,-0.0797872040961039,-0.12190919093376626,-0.0443627834220779,-0.043908032185714284,-0.19679445439350648,,-0.05127541800909094,-0.08570261219350649,-0.009048566885714282,-0.07608942335454544,-0.021339688372727275,,,,-0.15454415584415587,-0.17298961038961044,-0.031656480783116885,0.00879770873636364,-0.10129418172077922,-0.04447009904155842,-0.07647479510649352,-0.1059483988116883,-0.013168721054545455,0.003645140966233769,-0.019573137954545454,,0.00657869438311689,,-0.23695454545454545
