,Observed,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-WACCM,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-Veg,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-G-CC,GISS-E2-1-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL
0,,-0.07949781047012987,-0.11541518453246756,-0.05135155716103897,-0.07804215481428572,,-0.07022750967402597,-0.06187979382597402,-0.012282942790909093,-0.043394313858441565,,-0.13498650185454544,,-0.03742079489610389,-0.03807000013766234,,,-0.05445075965064934,,,,-0.1249012987012987,-0.17298961038961044,-0.0009640681142857033,-0.05289487404675324,-0.04601940234415586,-0.06270262763116884,-0.03391017109480519,-0.018998260775324672,-0.018104029335064938,-0.05223675188311689,-0.029282231831168827,,,,-0.23695454545454545
