,Observed,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-WACCM,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-Veg,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-G-CC,GISS-E2-1-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL
0,,-0.16928593454415586,-0.06432607515194806,-0.09643006758961038,-0.1021015600805195,,-0.10861776835584415,-0.06652113804805194,-0.07321470805844156,-0.022160454536363648,-0.043908032185714284,-0.14590036063896103,,-0.17290366671948051,-0.15634819506233766,-0.009048566885714282,-0.09890571321688314,-0.05967546096363634,,,,-0.16533636363636364,-0.20475844155844156,-0.041638731632467535,-0.060062381202597416,-0.06402453354025973,-0.10606746658961039,-0.09158563892077923,-0.05894382882467532,-0.07162492895714286,-0.05478641384415585,-0.05107637534545455,,-0.09199410197142861,,-0.23695454545454545
