Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-WACCM,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-Veg,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-G-CC,GISS-E2-1-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL
1988,16.2969913482666,14.31131362915039,15.554664611816406,17.14646339416504,17.801191329956055,18.9039363861084,13.968130111694336,14.22678279876709,14.745560646057129,14.619424819946289,15.684473991394043,19.851964950561523,16.776866912841797,14.452363967895508,11.01236343383789,15.22897720336914,13.704425811767578,17.16442108154297,16.369155883789062,20.805438995361328,15.892,15.347,15.78872299194336,15.958128929138184,14.743387222290039,12.512556076049805,11.955652236938477,14.69814395904541,13.185418128967285,14.688312276927777,18.743654251098633,14.842191696166992,14.189592361450195,16.478412628173828,16.304
1989,16.67649269104004,14.405940055847168,15.034873962402344,16.748794555664062,18.18873405456543,19.2302303314209,13.976428985595703,14.527506828308105,14.710530281066895,14.35647964477539,15.574630737304688,20.751163482666016,16.338869094848633,14.694147109985352,11.383888244628906,15.212498664855957,13.341814994812012,17.52726936340332,16.579627990722656,20.535736083984375,15.547,14.964,15.571443557739258,15.186487197875977,14.309304237365723,12.816868782043457,11.71579647064209,14.662732124328613,13.396818161010742,14.586424406443424,19.01531982421875,15.103156089782715,14.213311195373535,16.287033081054688,16.851
1990,16.2120418548584,14.461271286010742,15.42155647277832,16.24414825439453,17.832386016845703,19.027963638305664,14.170879364013672,14.195920944213867,14.53386402130127,14.41966438293457,15.898784637451172,19.501178741455078,16.53781509399414,14.188104629516602,10.882230758666992,15.394006729125977,13.469297409057617,16.60227394104004,17.1008358001709,20.20178985595703,15.432,15.091,15.762772560119629,15.369338035583496,14.4630765914917,13.016118049621582,11.769987106323242,14.336499214172363,12.821554183959961,14.640263311635831,19.041858673095703,14.70943546295166,13.825007438659668,15.61941909790039,16.265
1991,16.39942741394043,13.866324424743652,14.64266300201416,16.657428741455078,17.52989959716797,19.501741409301758,14.070599555969238,14.101373672485352,14.84273910522461,14.648953437805176,15.336310386657715,19.803983688354492,16.338680267333984,14.38554859161377,11.249312400817871,14.773876190185547,13.841117858886719,16.621049880981445,17.53511619567871,20.057004928588867,15.298,15.118,15.330001831054688,15.624031066894531,14.492377281188965,13.003218650817871,11.679466247558594,13.919912338256836,12.965547561645508,14.861452281272378,18.687110900878906,14.497794151306152,14.165571212768555,15.790133476257324,16.433
1992,16.191978454589844,14.20427417755127,14.44155216217041,16.922523498535156,18.246599197387695,19.14888572692871,14.305540084838867,14.031572341918945,14.738198280334473,14.506940841674805,15.498128890991211,20.5900936126709,16.0007381439209,13.778294563293457,10.823537826538086,14.887238502502441,13.767529487609863,16.155776977539062,17.531585693359375,20.398408889770508,15.277,15.054,15.491233825683594,15.559998512268066,14.470009803771973,12.508193969726562,11.65432071685791,13.529176712036133,13.077079772949219,14.818294649782272,18.65875816345215,14.748895645141602,14.107937812805176,15.812410354614258,16.015
1993,16.493194580078125,14.998492240905762,14.819766998291016,16.852325439453125,17.88551902770996,19.34151268005371,14.392613410949707,14.298781394958496,14.641133308410645,14.36559009552002,16.00312042236328,20.55923843383789,15.848870277404785,14.387937545776367,11.357823371887207,15.1851806640625,14.233724594116211,16.405637741088867,17.599018096923828,20.585237503051758,15.028,15.235,16.162490844726562,15.316652297973633,14.532392501831055,12.551762580871582,11.901939392089844,14.064626693725586,13.504227638244629,14.775115203420002,18.688331604003906,14.704740524291992,13.824503898620605,15.926855087280273,16.339
1994,16.54001808166504,15.09238052368164,14.600618362426758,17.043045043945312,18.25950050354004,18.944101333618164,14.436725616455078,14.343477249145508,14.937509536743164,14.55672836303711,16.129039764404297,20.721790313720703,16.574493408203125,14.364089012145996,11.613492012023926,15.133666038513184,14.258988380432129,16.339435577392578,17.379051208496094,20.917360305786133,15.435,15.358,15.318222999572754,15.654756546020508,14.531466484069824,12.66377067565918,12.102521896362305,14.331859588623047,13.021923065185547,14.717853273530128,18.747406005859375,14.766496658325195,13.599915504455566,15.739030838012695,17.1
1995,15.834428787231445,14.462177276611328,14.803412437438965,16.953458786010742,17.84759521484375,19.38672637939453,13.758399963378906,14.424347877502441,14.478336334228516,14.761618614196777,15.6650390625,19.745361328125,16.25273895263672,13.924148559570312,10.932501792907715,15.264154434204102,14.219417572021484,16.740610122680664,17.54753303527832,20.736190795898438,15.698,15.446,15.374822616577148,15.67971420288086,14.345948219299316,12.767315864562988,11.974294662475586,15.11758804321289,13.444650650024414,14.940374864639674,18.4577693939209,15.372283935546875,13.905961036682129,16.138212203979492,15.861
1996,15.662320137023926,14.381510734558105,14.396902084350586,16.642274856567383,17.45587158203125,18.760961532592773,13.913758277893066,14.250246047973633,13.672891616821289,14.909908294677734,15.901199340820312,19.451730728149414,15.67883014678955,13.825424194335938,10.978943824768066,15.247297286987305,14.070618629455566,15.948933601379395,16.39141845703125,20.597475051879883,15.852,15.23,15.707354545593262,15.728940963745117,14.389714241027832,12.860020637512207,12.112801551818848,15.01197624206543,13.269233703613281,14.635458694581146,19.004384994506836,15.407384872436523,13.826102256774902,15.951430320739746,15.985
1997,16.013240814208984,13.610751152038574,14.951090812683105,16.694622039794922,17.699459075927734,19.050498962402344,14.025679588317871,14.386701583862305,14.120655059814453,15.035758018493652,15.748226165771484,19.91201400756836,15.55034351348877,13.917369842529297,10.870004653930664,15.654375076293945,14.169900894165039,17.088247299194336,16.03342056274414,20.530420303344727,16.016,14.942,15.473706245422363,15.66435432434082,14.24357795715332,12.860800743103027,12.131669998168945,14.387154579162598,13.336284637451172,14.588759653816554,18.39030647277832,15.244671821594238,13.96000862121582,15.66946792602539,15.705
1998,16.169239044189453,13.452471733093262,15.11044979095459,16.849035263061523,17.644254684448242,19.042308807373047,13.865534782409668,14.212359428405762,14.881421089172363,14.817234992980957,15.098214149475098,20.61275291442871,15.266626358032227,13.883052825927734,10.775108337402344,15.306319236755371,13.744529724121094,17.212282180786133,16.529333114624023,20.37444496154785,15.973,14.567,15.343461990356445,15.462967872619629,14.261242866516113,12.941356658935547,12.054506301879883,14.272077560424805,12.923954010009766,14.542332646767578,17.557828903198242,14.828332901000977,13.65323543548584,15.648640632629395,15.204
1999,15.79026985168457,13.392387390136719,14.700573921203613,17.11501121520996,17.581140518188477,18.555049896240234,13.67213249206543,14.149168014526367,14.933964729309082,14.851908683776855,14.943771362304688,20.1826114654541,15.301886558532715,13.584927558898926,10.621068954467773,15.595606803894043,13.46679401397705,16.558712005615234,16.267858505249023,20.4102725982666,15.905,14.48,15.267794609069824,14.869592666625977,14.53242301940918,12.618531227111816,12.383467674255371,14.316102981567383,12.61942195892334,14.066811903326725,18.02945327758789,14.914023399353027,13.775545120239258,16.17973518371582,15.303
2000,15.943875312805176,13.361213684082031,14.457415580749512,16.3977108001709,17.91340446472168,18.985614776611328,13.449432373046875,14.107625007629395,14.794965744018555,14.571667671203613,14.516497611999512,20.171445846557617,15.358232498168945,13.56855583190918,11.377063751220703,15.25731372833252,13.417671203613281,16.187231063842773,16.464202880859375,20.528980255126953,16.066,14.641,15.736810684204102,15.12611198425293,14.77877140045166,12.528807640075684,12.226951599121094,14.15007495880127,12.766823768615723,14.126955348084667,17.982677459716797,15.8258056640625,13.368871688842773,16.554365158081055,14.868
2001,15.1625394821167,13.528777122497559,14.2304048538208,16.22801971435547,17.605039596557617,18.99786949157715,13.879143714904785,13.851011276245117,14.985467910766602,14.597424507141113,14.505083084106445,19.3641414642334,15.31340503692627,13.46735954284668,11.025395393371582,15.108817100524902,13.471077919006348,16.316621780395508,16.440603256225586,20.531646728515625,15.569,14.624,15.515249252319336,15.095213890075684,14.701284408569336,12.610773086547852,12.034963607788086,14.124286651611328,12.470329284667969,14.426925034361307,18.5626277923584,14.87263011932373,13.800158500671387,15.89159107208252,14.909
2002,15.560392379760742,13.607784271240234,14.332175254821777,16.02711296081543,17.54214859008789,19.18375015258789,13.451229095458984,12.998505592346191,14.855059623718262,14.417682647705078,14.627054214477539,19.31727409362793,15.527823448181152,13.765443801879883,10.689723014831543,14.808566093444824,13.24294376373291,16.646629333496094,16.18922233581543,20.22368049621582,15.393,14.715,15.353755950927734,14.206809997558594,14.565251350402832,12.283063888549805,11.920371055603027,13.911821365356445,12.682631492614746,14.195608034446368,18.002681732177734,15.27731704711914,13.684847831726074,15.217791557312012,15.194
2003,15.448260307312012,13.31180191040039,14.325961112976074,15.932767868041992,17.605749130249023,19.341428756713867,13.337907791137695,13.340561866760254,14.759344100952148,14.54150676727295,14.663630485534668,19.332883834838867,14.839804649353027,13.552132606506348,10.31857967376709,15.057256698608398,13.451807975769043,16.339799880981445,15.948386192321777,19.514549255371094,14.666,14.551,15.623866081237793,14.658897399902344,15.088168144226074,12.52717399597168,11.619781494140625,13.74045467376709,12.52017879486084,13.350511724556773,17.83016586303711,15.08671760559082,13.607036590576172,15.003090858459473,15.365
2004,15.191496849060059,13.150191307067871,14.143813133239746,15.889500617980957,17.88514518737793,18.56764030456543,13.380475044250488,13.641318321228027,14.89387035369873,14.249011993408203,15.329571723937988,19.098892211914062,14.380508422851562,13.114354133605957,10.569414138793945,14.852088928222656,13.581574440002441,16.30367088317871,16.02423858642578,19.899995803833008,15.325,14.512,15.14901351928711,14.68205451965332,14.572653770446777,12.517317771911621,11.411328315734863,13.938775062561035,12.901871681213379,13.556473649372549,17.98573875427246,14.541421890258789,13.967100143432617,15.270221710205078,15.299
2005,15.315923690795898,12.966501235961914,14.432485580444336,16.083118438720703,17.500839233398438,19.2416934967041,13.56165885925293,13.96389102935791,14.636682510375977,14.291668891906738,15.225030899047852,18.617826461791992,14.369091033935547,13.250702857971191,10.158120155334473,14.687444686889648,13.574823379516602,16.007762908935547,16.060041427612305,19.854578018188477,15.282,14.321,15.171234130859375,15.196456909179688,14.611716270446777,12.33022689819336,11.61463737487793,13.017230987548828,12.787092208862305,13.999025036266316,18.234697341918945,14.726180076599121,14.083709716796875,14.90470027923584,15.311
2006,15.5474271774292,13.169323921203613,14.266966819763184,16.05187225341797,17.066179275512695,19.301328659057617,13.640910148620605,13.854738235473633,14.566960334777832,14.495789527893066,15.081892967224121,18.44847297668457,14.36297607421875,14.114255905151367,10.879688262939453,14.251953125,13.335790634155273,17.292585372924805,16.347139358520508,19.673383712768555,14.835,14.353,15.204668045043945,14.85576343536377,14.00599479675293,12.115748405456543,11.400528907775879,13.339544296264648,12.50738525390625,13.714228885933007,17.78076934814453,14.67297077178955,13.715676307678223,14.5548677444458,14.989
2007,15.399508476257324,13.08604621887207,14.067085266113281,16.033906936645508,17.610485076904297,18.47356414794922,13.678338050842285,13.944913864135742,14.855631828308105,14.663972854614258,14.734296798706055,18.51609230041504,13.631983757019043,13.914589881896973,11.170122146606445,14.041181564331055,13.666232109069824,17.04119873046875,16.44522476196289,20.117759704589844,14.88,14.129,15.998452186584473,14.841926574707031,14.450469970703125,12.418127059936523,11.587240219116211,13.279133796691895,12.433501243591309,13.424279292877618,17.974075317382812,14.275956153869629,13.857951164245605,14.356630325317383,15.111
2008,15.421135902404785,13.411977767944336,13.905869483947754,15.969671249389648,17.54582977294922,18.584978103637695,13.36329174041748,13.974011421203613,15.06644344329834,14.41128921508789,14.800379753112793,18.774478912353516,13.931292533874512,13.524422645568848,10.687055587768555,14.431894302368164,13.51002025604248,16.54073715209961,15.838311195373535,19.5170955657959,14.153,14.377,16.25585174560547,14.845685005187988,14.602160453796387,12.288204193115234,11.467522621154785,13.112335205078125,12.860039710998535,14.003800857128983,17.312654495239258,14.02779769897461,13.838628768920898,14.616902351379395,14.783
2009,15.8642578125,13.46935749053955,14.033750534057617,16.24861717224121,17.322998046875,18.90641975402832,13.431574821472168,13.842897415161133,15.08046817779541,14.32697582244873,14.64888858795166,17.90804100036621,13.937019348144531,13.648534774780273,10.855817794799805,14.313220024108887,13.414407730102539,17.01628875732422,16.190414428710938,19.758914947509766,14.762,14.484,15.909414291381836,14.33280086517334,13.578207969665527,12.520798683166504,11.577720642089844,13.211633682250977,12.899345397949219,13.704577043031042,17.558639526367188,14.277069091796875,13.848470687866211,14.752096176147461,14.635
2010,15.540093421936035,13.5121488571167,13.845551490783691,15.833429336547852,16.762189865112305,19.12319564819336,13.415114402770996,13.91616153717041,15.125924110412598,14.286688804626465,14.31999683380127,17.60696029663086,13.614617347717285,13.468143463134766,10.969922065734863,14.517804145812988,13.37829875946045,17.167251586914062,15.926145553588867,19.696002960205078,14.804,14.469,15.71523666381836,14.547670364379883,13.660393714904785,12.525178909301758,11.671052932739258,13.53292179107666,12.824524879455566,13.631836187187227,16.975643157958984,14.127884864807129,13.826108932495117,14.860816955566406,14.906
2011,15.843497276306152,13.505043029785156,14.355755805969238,15.808364868164062,17.206926345825195,19.094791412353516,13.293953895568848,13.723339080810547,14.526556015014648,14.331308364868164,13.849381446838379,17.951719284057617,13.641416549682617,13.494552612304688,10.657079696655273,14.438752174377441,13.303999900817871,16.843456268310547,16.27724838256836,20.25987434387207,15.067,14.355,15.457263946533203,15.482282638549805,14.315369606018066,11.927202224731445,11.812817573547363,13.44711971282959,12.892109870910645,13.54469780121019,16.884580612182617,14.249288558959961,13.536064147949219,14.332191467285156,14.829
2012,15.252603530883789,13.209893226623535,14.121735572814941,15.890974998474121,16.578344345092773,18.656566619873047,13.732446670532227,13.496127128601074,15.073281288146973,13.980329513549805,13.637640953063965,18.034984588623047,13.355916023254395,13.495744705200195,10.78274154663086,14.50464153289795,13.453903198242188,16.551185607910156,16.100704193115234,19.634096145629883,14.834,14.002,15.609450340270996,14.973052978515625,14.419147491455078,12.200776100158691,11.836196899414062,13.198246955871582,12.526939392089844,13.238138677871572,16.719043731689453,14.33586311340332,13.940839767456055,14.531144142150879,14.756
2013,14.979317665100098,13.118325233459473,14.365817070007324,16.145063400268555,16.823501586914062,19.059581756591797,13.626815795898438,13.917228698730469,15.016938209533691,14.4188232421875,13.932415008544922,18.29473304748535,13.313971519470215,13.81228256225586,11.100316047668457,14.458501815795898,13.28122329711914,15.729381561279297,15.430602073669434,19.60675621032715,15.099,13.87,15.603506088256836,15.328075408935547,14.333115577697754,12.001834869384766,11.437212944030762,13.64769458770752,12.807561874389648,13.258849747270201,17.104389190673828,14.699666976928711,13.83717155456543,14.234251022338867,14.743
2014,15.290362358093262,13.083531379699707,14.03299331665039,15.89305591583252,16.616147994995117,19.91494369506836,13.506204605102539,14.01995849609375,15.092190742492676,14.223645210266113,14.00490951538086,17.3477840423584,13.297826766967773,13.411094665527344,10.90404987335205,14.429471969604492,13.536308288574219,16.793102264404297,16.10725212097168,19.531009674072266,14.68,13.523,16.015316009521484,14.628917694091797,14.13315200805664,12.302715301513672,11.390289306640625,13.059209823608398,12.919204711914062,13.36821252194261,17.02681541442871,14.437970161437988,13.713672637939453,14.067427635192871,14.381
