Year,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-WACCM,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-Veg,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-G-CC,GISS-E2-1-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL
1965,6.309752464294434,5.693350791931152,4.528868198394775,7.907327175140381,8.896953582763672,7.4338250160217285,4.335497856140137,6.602046489715576,7.3004560470581055,5.526691436767578,7.553266525268555,4.755408763885498,9.579151153564453,8.934662818908691,3.690824508666992,6.996827125549316,5.493752479553223,8.387847900390625,8.924715042114258,12.015924453735352,7.431,7.213,6.949799537658691,5.827010631561279,5.526912689208984,5.1842875480651855,5.739834308624268,5.17581844329834,5.4243903160095215,5.452569616894241,5.710120677947998,8.993313789367676,6.749514579772949,7.773134708404541,8.186
1966,6.365635871887207,5.1146464347839355,4.4762349128723145,6.930152416229248,9.243669509887695,7.212436199188232,4.696038246154785,7.012587070465088,6.366518497467041,5.927448272705078,7.302241802215576,4.88442325592041,9.264591217041016,8.41402530670166,4.42152214050293,6.881056785583496,5.644445419311523,9.44421100616455,8.484375953674316,11.497954368591309,7.52,7.276,7.433648109436035,6.905246257781982,4.779610633850098,4.73198938369751,5.836084842681885,5.03502082824707,5.325006008148193,4.5055697150535545,5.654626846313477,9.62166976928711,6.46137809753418,8.009495735168457,8.493
1967,6.354000568389893,5.186903476715088,5.100910186767578,7.25510311126709,9.492979049682617,7.197875022888184,5.801527500152588,6.589393615722656,6.292820930480957,5.231659412384033,7.675964832305908,5.473318576812744,9.08914566040039,8.638588905334473,4.804493427276611,6.3377885818481445,5.722467422485352,9.32209587097168,8.628032684326172,11.300886154174805,7.054,7.099,8.167167663574219,6.696307182312012,5.235846996307373,5.3293046951293945,5.237887382507324,4.955519676208496,5.195826530456543,5.096766989814612,5.531286239624023,9.58000373840332,7.100081443786621,7.806150436401367,8.44
1968,6.426592826843262,5.292978286743164,4.380828857421875,7.2726731300354,9.139551162719727,6.911608695983887,5.061122894287109,6.27346658706665,5.627957344055176,5.5305070877075195,7.134762287139893,5.287707328796387,8.791339874267578,8.445807456970215,4.457311630249023,7.2591552734375,5.017923831939697,8.541435241699219,9.189827919006348,10.702788352966309,6.845,6.434,7.594822883605957,6.24910831451416,4.880467414855957,5.178469181060791,5.170141220092773,5.1376051902771,4.783371925354004,4.7428279467657015,6.114566326141357,9.65107536315918,6.906890869140625,7.82342004776001,8.714
1969,6.037660598754883,5.134984016418457,4.4683613777160645,7.2250213623046875,8.609439849853516,7.634147644042969,5.961666107177734,6.193216800689697,5.909960746765137,5.16563606262207,6.566070556640625,5.096024990081787,9.471552848815918,7.99241828918457,4.60184907913208,6.65491247177124,4.6397504806518555,8.670134544372559,8.37177848815918,10.471158981323242,6.546,6.32,6.536343574523926,6.702733039855957,5.558772087097168,4.714924335479736,5.709290027618408,5.0567708015441895,5.395476341247559,6.253026511349033,6.44442892074585,9.256012916564941,6.648033618927002,7.879319190979004,8.895
1970,6.256521701812744,5.053354740142822,4.383707046508789,7.155115604400635,8.13579273223877,7.094709873199463,5.497556209564209,6.412500381469727,5.842182636260986,5.473931789398193,6.801550388336182,4.69106388092041,8.954419136047363,7.362226486206055,4.366764545440674,6.29674768447876,5.2345871925354,9.16433334350586,9.355611801147461,11.960482597351074,6.672,6.452,6.966047763824463,6.9298529624938965,5.716543197631836,4.437152862548828,4.825425148010254,4.724635601043701,4.877562522888184,5.800223208569041,6.386341094970703,8.960472106933594,5.805192947387695,7.152267932891846,8.907
1971,5.840155124664307,5.54243803024292,4.816248416900635,7.847883701324463,8.726644515991211,7.271058559417725,5.107719421386719,6.209124565124512,5.368619918823242,4.694093227386475,7.469484806060791,5.225037097930908,9.046174049377441,7.545740604400635,4.689085960388184,6.67482852935791,5.613252639770508,9.312843322753906,9.833690643310547,10.835065841674805,6.524,6.471,7.276425838470459,7.014244079589844,5.655930995941162,4.835848808288574,4.7777886390686035,4.325496673583984,4.816880702972412,7.032991691601831,6.726619720458984,9.285481452941895,5.798917293548584,7.483869552612305,8.47
1972,5.77029275894165,5.38496732711792,4.694513320922852,7.825171947479248,8.49615478515625,7.690185546875,5.703359127044678,6.088658332824707,5.534547328948975,5.361865997314453,6.875235080718994,6.230851650238037,9.047307968139648,7.3247857093811035,4.4623188972473145,6.415225982666016,5.201662063598633,7.700999736785889,9.243480682373047,11.099414825439453,6.858,7.092,7.263609886169434,6.4349365234375,6.067630767822266,5.011787414550781,5.759052276611328,3.901576519012451,5.238793849945068,5.788698132044526,6.853057861328125,8.877156257629395,6.326243877410889,7.4081130027771,8.716
1973,5.690652370452881,5.401397705078125,4.759364128112793,6.883642196655273,8.690535545349121,7.42678165435791,5.251875877380371,5.339691162109375,6.113202095031738,5.817492961883545,7.065245628356934,5.752212047576904,8.97540283203125,6.887219429016113,3.8773787021636963,7.649096488952637,5.034498691558838,9.189820289611816,8.2041597366333,10.879399299621582,6.573,6.918,7.065085411071777,6.389930725097656,4.945937633514404,5.1426873207092285,5.422647476196289,4.05159854888916,4.749792575836182,5.909496462728547,7.05947208404541,9.02483081817627,6.423975944519043,7.452972888946533,8.635
1974,6.376057147979736,4.655623435974121,5.147727966308594,6.421215057373047,8.698902130126953,6.99138069152832,4.73172664642334,6.139069557189941,5.950137615203857,4.605754375457764,7.3095879554748535,5.618598461151123,8.405821800231934,6.4980363845825195,3.746504306793213,6.813299655914307,5.9999799728393555,9.139418601989746,9.008194923400879,10.868733406066895,7.159,6.412,7.326786041259766,6.321123123168945,6.241318225860596,5.330509185791016,5.831806182861328,4.271389961242676,4.245426177978516,5.302214819258153,5.949217319488525,9.361563682556152,6.223158836364746,7.613018035888672,8.695
1975,5.891751766204834,5.183643817901611,4.871307849884033,5.456593990325928,8.725689888000488,7.612976551055908,5.217903137207031,5.820756435394287,6.454864978790283,5.520101070404053,6.8620781898498535,6.0647807121276855,8.588418960571289,7.06735372543335,4.082760810852051,6.621391296386719,5.744650840759277,8.556977272033691,8.572629928588867,11.932721138000488,7.01,6.588,7.343713760375977,6.349613189697266,5.861163139343262,5.044767379760742,5.7382307052612305,4.335220813751221,4.847945213317871,5.448713460955677,6.636223316192627,9.436931610107422,6.562867641448975,7.9454169273376465,8.202
1976,6.381871223449707,5.079504013061523,4.638119220733643,6.197943210601807,8.319451332092285,7.76027774810791,5.132341384887695,6.643628120422363,6.751152038574219,6.08251953125,6.402920722961426,5.912869930267334,8.662138938903809,6.0822319984436035,4.0898051261901855,7.443246364593506,5.91766881942749,8.22004508972168,8.096253395080566,11.327668190002441,7.733,5.881,6.97412633895874,6.904204368591309,4.887972831726074,5.101888179779053,5.768385410308838,4.387309551239014,5.507299900054932,5.662456080409249,6.728282451629639,8.758678436279297,6.602988243103027,7.907072067260742,8.021
1977,6.501672744750977,5.003178596496582,4.390087604522705,6.5953450202941895,7.828090190887451,7.203264236450195,4.083123207092285,6.253783702850342,6.319893836975098,5.253833293914795,6.007702827453613,5.660264492034912,8.336570739746094,7.1891045570373535,4.520969867706299,6.375500202178955,5.528262615203857,8.56666088104248,8.411968231201172,12.135504722595215,7.064,5.355,6.503641605377197,6.527321815490723,4.9798808097839355,5.162155628204346,5.490008354187012,4.679849147796631,4.808460235595703,5.883269783855878,6.5185227394104,8.777470588684082,6.43808126449585,7.337180137634277,8.259
1978,6.036807537078857,5.430230140686035,4.4988908767700195,6.599984169006348,7.906077861785889,7.6224260330200195,5.129210472106934,6.235470294952393,5.989592552185059,5.723590850830078,6.306990146636963,6.1146650314331055,8.474469184875488,6.254188060760498,4.264867782592773,6.844443321228027,6.152124404907227,7.644040584564209,8.2350435256958,11.903160095214844,6.785,5.301,7.4972076416015625,6.2215375900268555,5.529359340667725,5.019110679626465,5.328059196472168,4.694054126739502,5.271569728851318,6.8735583899878225,5.258655548095703,8.930965423583984,6.292074680328369,7.67616605758667,8.909
1979,5.705110549926758,5.289105415344238,4.693113803863525,6.461758613586426,8.864387512207031,7.361217975616455,5.031458854675293,6.01609992980957,6.110951900482178,3.716478109359741,7.066124439239502,5.99754524230957,8.816852569580078,5.698888301849365,4.221983909606934,7.518823146820068,5.943755626678467,8.947731971740723,9.006478309631348,12.167953491210938,7.56,6.064,7.462793827056885,6.542139530181885,5.505185604095459,4.884221076965332,5.1695876121521,3.746584177017212,4.770140647888184,6.845226395515411,5.9474945068359375,8.901650428771973,6.337623119354248,7.232190132141113,8.723
1980,6.5211052894592285,5.058219909667969,4.648487091064453,6.713432788848877,9.078913688659668,7.322363376617432,4.488467216491699,6.252196311950684,4.928931713104248,5.114138126373291,6.72520637512207,5.6818742752075195,8.564655303955078,5.58795690536499,4.173568248748779,6.911135196685791,6.441860198974609,8.351299285888672,9.156980514526367,11.838769912719727,7.474,6.25,6.835362434387207,6.230031967163086,4.271256923675537,4.778631687164307,5.1571760177612305,3.9811208248138428,4.723555564880371,5.5648155189325355,6.462695121765137,8.905335426330566,6.32778263092041,7.203070163726807,8.179
1981,5.828550338745117,5.7235541343688965,4.117007255554199,6.720443248748779,8.761032104492188,6.723846912384033,4.628748893737793,5.850521564483643,3.4988293647766113,5.111027240753174,6.543595314025879,6.130355358123779,7.678815841674805,5.4688849449157715,4.736440181732178,7.930647850036621,6.262940406799316,7.820673942565918,8.393195152282715,11.309427261352539,7.23,6.122,6.707591533660889,6.20662784576416,5.6113057136535645,4.976100444793701,5.5098724365234375,4.007227420806885,4.512517929077148,5.772612717249647,6.1711225509643555,8.950469017028809,6.262269496917725,7.32277774810791,7.986
1982,5.75558614730835,5.476925849914551,4.689090728759766,7.784829139709473,8.651107788085938,6.555691719055176,4.743794918060303,5.811392784118652,4.60428524017334,4.139226913452148,6.3960747718811035,5.187655448913574,8.18712329864502,6.7322516441345215,4.391256809234619,6.617885112762451,6.227108478546143,8.593256950378418,8.000263214111328,10.202237129211426,7.377,5.787,6.482856750488281,6.214329242706299,4.925750732421875,4.396491527557373,5.186288356781006,4.402036666870117,4.676539897918701,5.647221981493802,5.809988498687744,8.476508140563965,6.063625335693359,7.141829490661621,8.163
1983,7.1299028396606445,5.2769927978515625,4.639830112457275,8.362235069274902,8.601632118225098,7.195521831512451,5.428292274475098,6.868532657623291,5.035698890686035,5.058006286621094,6.8888258934021,6.1694016456604,9.254404067993164,7.626261234283447,3.8431897163391113,6.905869960784912,6.0509033203125,7.932979583740234,8.53279972076416,11.74493408203125,8.11,6.442,7.189885139465332,6.311842441558838,5.334911346435547,4.306049346923828,4.780343055725098,3.772806167602539,4.711910247802734,5.43879034094817,7.1613898277282715,8.67702579498291,6.044820308685303,7.389842510223389,7.998
1984,6.80475378036499,5.442309856414795,4.323074817657471,7.492701053619385,8.584303855895996,7.247696399688721,4.504180431365967,6.457687854766846,5.542428493499756,5.13168478012085,6.698343753814697,6.110237121582031,8.859712600708008,6.756021976470947,3.79750657081604,7.20827054977417,6.0259857177734375,8.882447242736816,7.833262920379639,10.741425514221191,7.243,6.542,6.82632303237915,5.768649578094482,5.05502986907959,4.66778039932251,5.063532829284668,3.926116704940796,4.777568340301514,6.162789191627947,6.2049970626831055,8.845511436462402,5.881531238555908,7.820826053619385,8.231
1985,6.367316246032715,5.463839530944824,3.923124313354492,7.521672248840332,8.656499862670898,7.258580684661865,4.061590671539307,6.714909553527832,4.9687275886535645,5.167837619781494,6.718608856201172,6.307826042175293,8.219112396240234,5.2747344970703125,3.7542409896850586,6.874516487121582,5.770422458648682,7.753034591674805,8.305583000183105,10.277084350585938,6.985,6.327,7.300477504730225,5.792385578155518,5.307235240936279,4.166985988616943,4.848553657531738,3.7923223972320557,4.396657943725586,4.714627752008502,6.244311332702637,8.656336784362793,6.002666473388672,7.079895973205566,8.388
1986,5.717568397521973,5.500036716461182,3.9900665283203125,7.583408355712891,7.924990653991699,7.314507007598877,4.337001323699951,5.78037166595459,5.72104024887085,4.610025405883789,6.440345764160156,5.718581676483154,8.31498908996582,6.13220739364624,3.6638681888580322,6.258861064910889,5.769174098968506,8.869865417480469,7.2227277755737305,9.55341911315918,7.372,6.379,6.626249313354492,6.419377326965332,4.661177635192871,4.105966567993164,5.307554244995117,4.071023464202881,4.436428070068359,5.122782626001778,6.140949249267578,8.746089935302734,6.348987102508545,6.636066436767578,7.928
1987,6.017557144165039,5.837880611419678,3.5441179275512695,6.487022399902344,7.900732517242432,7.367894649505615,3.4590036869049072,5.297861576080322,4.829145431518555,4.390194892883301,6.119353771209717,5.364772319793701,7.715461254119873,6.127555847167969,3.4614500999450684,5.544742584228516,5.256349563598633,7.573584079742432,7.863459587097168,8.766653060913086,7.276,6.138,6.815746307373047,6.723930835723877,4.469204902648926,4.0888166427612305,5.066639423370361,3.94265079498291,4.669755935668945,5.612873587553404,6.104563236236572,9.417557716369629,5.970669746398926,6.577310085296631,7.76
1988,6.589041233062744,5.4326372146606445,4.40496301651001,6.281682968139648,7.88986873626709,7.2930216789245605,2.9399380683898926,5.293756008148193,5.019618034362793,3.3863840103149414,6.690154552459717,5.14592170715332,7.5634074211120605,5.752017021179199,3.7704854011535645,5.441716194152832,5.610706806182861,7.194847106933594,8.532301902770996,10.066938400268555,6.631,6.878,7.4385271072387695,6.969128131866455,4.007393836975098,4.218726634979248,5.364338397979736,3.8875527381896973,4.586751937866211,5.470742105221168,5.982252597808838,9.065252304077148,5.497913837432861,7.285661220550537,7.959
1989,6.298031330108643,5.567137241363525,4.402415752410889,6.940000534057617,6.697070121765137,6.677300930023193,4.142238616943359,5.392784595489502,5.604382038116455,3.572598695755005,7.1251301765441895,5.371945381164551,8.10505199432373,5.534998893737793,3.478611469268799,5.668017864227295,5.412804126739502,8.3777494430542,8.46016788482666,10.18578052520752,6.508,6.415,6.899062156677246,5.833662986755371,4.2220964431762695,4.115134239196777,5.206298351287842,4.649420738220215,3.607680559158325,4.490879837628014,5.164348125457764,8.887646675109863,5.272668838500977,7.0088396072387695,7.561
1990,6.413302898406982,5.421834945678711,4.294984817504883,6.815568447113037,7.378656387329102,7.227150917053223,4.021141529083252,5.186271667480469,4.845670700073242,4.313964366912842,5.643643856048584,5.078503608703613,7.302968502044678,5.888216018676758,3.206623077392578,6.200344085693359,5.77747917175293,8.231490135192871,8.95384407043457,8.840481758117676,6.393,6.598,6.291339874267578,6.578115463256836,4.068960666656494,4.368227481842041,4.8753743171691895,3.894348382949829,3.859318256378174,3.8989528106771387,4.831861972808838,9.24465274810791,5.695596694946289,6.464531421661377,7.048
1991,5.82281494140625,4.668074131011963,3.653078079223633,6.749236106872559,6.68789005279541,6.699926853179932,3.967026710510254,5.386048793792725,5.086755275726318,4.540738582611084,5.683453559875488,4.795821189880371,6.703124046325684,6.207095623016357,2.9578781127929688,5.38988733291626,4.935609817504883,8.05639362335205,8.229351997375488,9.512385368347168,6.426,6.8,6.59255313873291,6.607253074645996,5.033565998077393,3.8784689903259277,5.4003190994262695,4.283400535583496,4.341068744659424,4.870793435096998,5.06747579574585,8.969606399536133,5.068359851837158,6.671185493469238,6.724
1992,6.876705169677734,5.674625873565674,4.041597366333008,7.9049906730651855,8.437371253967285,7.322440147399902,4.325404644012451,5.519291877746582,4.885475158691406,4.377253532409668,6.371534824371338,4.899645805358887,6.751340389251709,5.488408088684082,3.6605172157287598,6.40153694152832,6.215836048126221,7.647523880004883,9.66967487335205,10.04397964477539,6.597,6.757,7.363678932189941,6.513168811798096,4.476676940917969,4.28054141998291,5.5713324546813965,4.4997358322143555,4.696602821350098,5.0516615796587985,6.291853904724121,9.49527359008789,6.079197406768799,6.911777019500732,7.211
1993,6.782627105712891,5.04386043548584,4.344357490539551,7.5047407150268555,8.042539596557617,7.776584625244141,4.271403789520264,6.114093780517578,4.369104385375977,4.823077201843262,6.227513313293457,4.694953918457031,8.258394241333008,6.11821174621582,3.351233959197998,6.3879804611206055,6.892662525177002,8.374712944030762,8.958671569824219,9.395974159240723,6.911,7.421,7.60562801361084,7.161641597747803,3.8072328567504883,4.8220391273498535,5.287158966064453,4.679486274719238,4.641753196716309,4.588136432820976,6.1187872886657715,9.834413528442383,6.040048599243164,7.32167911529541,7.007
1994,5.891637325286865,5.505666255950928,4.090975284576416,6.917318820953369,7.611977577209473,7.301047325134277,3.961127996444702,5.8901567459106445,4.634142875671387,5.206620216369629,5.915209770202637,4.92578649520874,7.073650360107422,5.709909439086914,3.7423503398895264,6.530675411224365,5.893367290496826,8.635309219360352,9.029629707336426,9.610124588012695,7.345,6.905,6.854459762573242,6.492720603942871,4.387040615081787,4.392228603363037,4.868768692016602,4.562769412994385,4.043278694152832,4.546139390155654,5.887297630310059,9.42497730255127,6.279016494750977,6.818167209625244,6.648
1995,5.60700798034668,4.930788040161133,4.205697059631348,6.9961700439453125,8.027888298034668,7.260890007019043,4.047658920288086,5.598954677581787,4.740051746368408,4.186659336090088,6.2548017501831055,4.842165946960449,6.508526802062988,5.901805400848389,3.929992437362671,6.050539970397949,6.21587610244751,8.744917869567871,8.495612144470215,8.911053657531738,7.044,6.518,6.9548845291137695,6.439387321472168,3.862924098968506,4.5072245597839355,5.222225666046143,4.240371227264404,4.441242218017578,5.119332758322049,5.373527526855469,9.400940895080566,6.430136680603027,6.677427291870117,6.961
1996,5.220073223114014,4.2825608253479,3.585592031478882,7.39112663269043,7.080167293548584,7.241638660430908,3.7567238807678223,5.315398693084717,4.064521312713623,4.342198371887207,6.050632953643799,4.333569049835205,6.206605911254883,6.145685195922852,3.1554083824157715,6.1673808097839355,5.200534820556641,8.508563041687012,7.766165733337402,11.054730415344238,7.034,5.757,6.913335800170898,6.29445219039917,3.252319097518921,4.16646671295166,5.727099895477295,4.886201858520508,3.954072952270508,5.031972243575372,4.299372673034668,9.628082275390625,5.419018745422363,6.591482162475586,6.668
1997,4.819643497467041,5.008752346038818,3.644432306289673,5.96621036529541,7.81883430480957,7.442071914672852,3.0998942852020264,4.684504985809326,4.705577373504639,5.140639305114746,5.690855979919434,3.6104376316070557,6.617807865142822,5.943691253662109,3.24619460105896,5.856077194213867,5.818528175354004,8.287856101989746,6.598190784454346,8.75461196899414,6.34,5.821,7.065304756164551,6.617260932922363,2.5932583808898926,4.279693603515625,5.488745212554932,4.481135845184326,3.775171995162964,4.747760051022223,4.66082239151001,9.0938138961792,5.1281561851501465,6.688220500946045,6.707
