,Year,Observed,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2,CESM2-WACCM,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3,EC-Earth3-Veg,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-G-CC,GISS-E2-1-H,HadGEM3-GC31-LL,HadGEM3-GC31-MM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorCPM1,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL,Month
0,Slope,0.04857148093841641,0.026705547629765392,0.0142196026196114,0.008892018453775631,0.051295439464919414,0.04970302583596044,-0.025407172944208207,0.07792934770648828,0.09001797115197946,0.0010265774473606744,0.02364552336730206,0.02230260540197949,0.07071843747958212,0.007295375166202361,0.022511766375109987,0.011164243253775654,0.02073827606070384,0.03187102316341642,0.03780977648401762,0.021841006079215512,0.08466596929589436,0.05090454545454544,0.037304178885630465,-0.006378520151539616,-0.007843859314846017,0.06566143303651024,-0.005779195518548402,0.010947565113709668,0.01034687665722137,-0.0022884608321847343,0.05870437969255862,0.07622324189849711,0.006573513605131975,0.047878254224486806,0.010524677195087945,-0.014733027859237526,
